832,1281035796
1580,1352373189
1816,1384551195
1884,1392897538
1976,1405825261
2184,1431042372
2249,1439828652
2251,1439952423
2338,1449593846
2389,1458000154
2503,1470412860
2571,1473399221
2572,1473400232
2691,1486724921
2701,1487571776
2800,1496723997
2906,1506583766
2908,1506704449
2913,1506956268
2914,1507138909
2930,1509696980
2942,1510782475
2945,1511166229
2946,1511258818
2947,1511293694
2951,1512982269
2953,1513124684
2954,1513160767
2960,1513963067
2961,1513980624
2978,1518443831
2985,1519318742
2988,1519935493
2991,1519987533
2992,1520182305
2995,1520487096
3003,1521745930
3004,1521746127
3034,1525684888
3099,1532323854
3181,1540353639
