2647,1334178012
3870,1396608373
4028,1403225802
4041,1403817022
4090,1406834847
4142,1409205660
4155,1409913133
4331,1416007122
4335,1416187910
4342,1416848325
4343,1416868980
4347,1417113270
4355,1418277934
4363,1419874838
4376,1420839159
4387,1421871488
4403,1422645247
4404,1422655197
4409,1423071961
4418,1423811990
4433,1424805367
4440,1425331883
4443,1425423051
4457,1426069089
4459,1426224374
4465,1426720925
4473,1426865190
4474,1426867542
4480,1427144055
4490,1427877309
4492,1427913037
4493,1427931614
4497,1428062280
4503,1428581414
4509,1429135242
4512,1429516232
4515,1429782250
4516,1429786667
4532,1430897751
4534,1430909840
4541,1431115211
4548,1431458099
4561,1432039535
4572,1432626361
4581,1433147051
4618,1435746839
4628,1436384580
4641,1437941206
4642,1437944262
4686,1443196591
4689,1444046458
4715,1445923846
4758,1449582749
4791,1454091879
4794,1454453654
4818,1456776657
4851,1458943982
4865,1460034241
4889,1462843857
4932,1466427538
4943,1467644815
4955,1469014690
