51,1158628365
180,1174683800
215,1176340153
216,1176462714
234,1178144999
241,1179578503
244,1179974934
255,1181342364
257,1181669242
264,1182553792
265,1182725145
271,1183130320
280,1183754965
284,1184595063
285,1184653770
286,1184839872
288,1184940060
292,1185308921
294,1185380041
303,1185828707
311,1186689097
312,1186710190
322,1187388846
323,1187626035
327,1187816655
328,1187818140
330,1187821223
331,1187903301
333,1187957753
334,1187958707
335,1187989108
336,1187990760
341,1188350083
343,1188393321
345,1188491024
346,1188499080
347,1188508724
348,1188888947
349,1188983390
350,1188984458
352,1189089957
353,1189115295
354,1189117792
355,1189150866
356,1189193199
357,1189205785
358,1189206104
359,1189227831
360,1189280126
361,1189346770
362,1189348146
363,1189370618
366,1189607231
367,1189614638
368,1189692292
369,1189784757
371,1189792346
372,1189792444
375,1190137157
376,1190219014
377,1190220805
378,1190315228
379,1190351905
380,1190400492
381,1190429396
383,1190710097
384,1190763794
385,1190815492
386,1190903166
387,1190942691
388,1190998307
389,1191268193
391,1191449671
392,1191508831
393,1191712181
395,1191852235
396,1191852862
397,1191856688
398,1192018418
401,1192203341
409,1192670927
410,1192800313
413,1193153477
414,1193229062
416,1193249247
418,1193260781
419,1193376277
420,1193384808
421,1193445324
422,1193514686
423,1193579886
424,1193660661
425,1193779931
426,1193924084
427,1193925500
428,1193938780
433,1194326623
434,1194330487
437,1194531782
438,1194578087
439,1194655424
440,1194658086
441,1194948229
455,1196207068
457,1196638191
459,1196872709
466,1197513628
470,1198064127
489,1200448524
493,1200474089
494,1200475912
508,1201898749
512,1202431427
516,1203022872
520,1203623115
521,1203625793
523,1203826465
525,1204140004
526,1204140485
533,1204804808
537,1205749479
540,1205961505
542,1206382447
543,1206383927
621,1212549999
660,1216202998
669,1217279465
672,1217543232
696,1219332340
699,1219425873
710,1220390064
715,1220533623
747,1224151144
788,1227695803
944,1235674683
1036,1239717004
1051,1240935197
1188,1248184223
1514,1266327584
1993,1304539950
2198,1337267846
2207,1338828733
2616,1448292661
