2962,1279528365
2968,1279614811
2978,1279666000
2979,1279703279
2980,1279724103
2986,1279826351
3007,1280376067
3008,1280376196
3011,1280397838
3015,1280481669
3036,1281349388
3045,1281530292
3047,1281566025
3049,1281611738
3050,1281619815
3056,1281790177
3069,1282577296
3077,1282706571
3078,1282706947
3079,1282749975
3081,1282751127
3091,1283219896
3093,1283283311
3107,1283800011
3108,1283849458
3114,1284116004
3118,1284216669
3120,1284453788
3121,1284464352
3124,1284472783
3128,1284644483
3130,1284654792
3133,1284727779
3136,1284902294
3137,1284966060
3141,1285072270
3143,1285098001
3144,1285099172
3145,1285147317
3158,1285417089
3170,1285674866
3174,1285742292
3181,1285837987
3185,1285921476
3186,1285936928
3187,1285937516
3193,1286173455
3198,1286292541
3199,1286294254
3203,1286376487
3216,1286810712
3219,1286861009
3220,1286865790
3223,1286894514
3235,1287051995
3237,1287158475
3264,1287668438
3269,1287850692
3271,1287907357
3276,1288019142
3277,1288036010
3281,1288160897
3286,1288239652
3299,1288656756
3321,1289215751
3335,1289553174
3438,1292607325
3479,1294059668
