152,1518578675.0
191,1524767663.0
212,1526611586.0
228,1527883284.0
244,1529603831.0
245,1529681305.0
322,1535184746.0
326,1535502885.0
329,1535572635.0
332,1535732218.0
338,1535751733.0
349,1536109002.0
354,1536174572.0
371,1536766690.0
401,1538446576.0
419,1539826764.0
422,1539906970.0
425,1539975414.0
427,1539994480.0
432,1540327954.0
447,1540947007.0
450,1541053305.0
510,1542397041.0
534,1543612622.0
548,1543951885.0
552,1543971047.0
565,1544161761.0
585,1544829347.0
598,1545166800.0
625,1545869979.0
632,1545962833.0
650,1546580588.0
666,1547029622.0
677,1547247102.0
678,1547247611.0
687,1547515839.0
688,1547517079.0
691,1547689988.0
711,1548777528.0
728,1548875456.0
740,1549076665.0
750,1549401448.0
800,1550200708.0
806,1550343840.0
808,1550517369.0
812,1550580790.0
818,1550678897.0
826,1550788556.0
834,1551034156.0
837,1551138687.0
844,1551209654.0
845,1551219325.0
854,1551292850.0
859,1551317277.0
861,1551322295.0
870,1551462979.0
873,1551718972.0
874,1551721624.0
891,1552065729.0
892,1552084233.0
894,1552089286.0
903,1552425188.0
904,1552426879.0
908,1552679250.0
942,1553786678.0
969,1554566766.0
975,1554830793.0
976,1554832727.0
1030,1556615945.0
1038,1556710857.0
1040,1556763204.0
1055,1557364332.0
1076,1558366096.0
1082,1558461460.0
1083,1558461967.0
1090,1558651249.0
1105,1559298368.0
1106,1559298993.0
1119,1559598427.0
1120,1559599690.0
1123,1559665545.0
1158,1560596361.0
1177,1561464507.0
1178,1561464675.0
1179,1561538121.0
1185,1561627508.0
1186,1561637477.0
1187,1561638469.0
1195,1562071660.0
1215,1562228895.0
1218,1562286319.0
1268,1563705431.0
1278,1563994170.0
1282,1564035702.0
1286,1564152140.0
1303,1564589767.0
1305,1564608553.0
1313,1564645271.0
1348,1565815789.0
1356,1566315012.0
1384,1566960927.0
1393,1567069264.0
1395,1567073413.0
1463,1570812364.0
1467,1571127929.0
1474,1571236299.0
1488,1571757781.0
1489,1571758483.0
1490,1571759668.0
1492,1571787714.0
1509,1572060291.0
1516,1572494363.0
1531,1572968355.0
1539,1573150105.0
1570,1574116274.0
1576,1574199220.0
1630,1575412204.0
1631,1575413282.0
1648,1575573174.0
1658,1575911722.0
1676,1576078971.0
1692,1576146054.0
1695,1576204326.0
1697,1576221942.0
1705,1576250650.0
1730,1576658425.0
1731,1576661354.0
1741,1576749179.0
1749,1576820006.0
1757,1577215075.0
1802,1578529280.0
1805,1578598165.0
1814,1578709909.0
1825,1579156598.0
1839,1579732827.0
1841,1579753055.0
1863,1580320844.0
1864,1580340530.0
1871,1580383082.0
1892,1580866423.0
1926,1581417705.0
1927,1581419607.0
1937,1581603169.0
1939,1581627745.0
1944,1581675281.0
1949,1581718191.0
1950,1581719945.0
1952,1581953967.0
1960,1582159264.0
1967,1582201202.0
1972,1582278618.0
1996,1582636766.0
1998,1582639986.0
1999,1582649790.0
2001,1582650417.0
2002,1582650635.0
2003,1582651840.0
2004,1582658874.0
2035,1583933455.0
2052,1584128803.0
2054,1584131121.0
2055,1584132704.0
2056,1584133994.0
2057,1584134636.0
2058,1584135273.0
2059,1584135955.0
2092,1584734440.0
2097,1584780091.0
2126,1585211548.0
2128,1585236960.0
2129,1585238277.0
2131,1585239719.0
2132,1585240494.0
2146,1585545902.0
2147,1585546018.0
2158,1585579629.0
2164,1585676666.0
2198,1586169834.0
2213,1586330969.0
2214,1586346703.0
2218,1586356756.0
2219,1586361236.0
2223,1586388936.0
2233,1586477623.0
2235,1586479876.0
2247,1586952814.0
2253,1587003191.0
2259,1587076638.0
2303,1587645927.0
2305,1587656371.0
2306,1587657654.0
2313,1587740084.0
2314,1587742248.0
2318,1587781365.0
2336,1588068012.0
2375,1588638757.0
2384,1588786668.0
2385,1588787594.0
2386,1588790463.0
2387,1588791336.0
2388,1588791901.0
2389,1588804388.0
2393,1588867647.0
2424,1589413488.0
2443,1589792856.0
2451,1589926905.0
2466,1590088205.0
2469,1590093509.0
2471,1590096256.0
2476,1590126578.0
2488,1590408452.0
2566,1592877973.0
2621,1594743917.0
2623,1594798471.0
2634,1595446561.0
2635,1595449158.0
2636,1595451109.0
2649,1595613153.0
2667,1596146106.0
2668,1596146509.0
2669,1596146767.0
2681,1596722463.0
2724,1597338797.0
2733,1597715865.0
2737,1597748405.0
2781,1598469282.0
2783,1598473747.0
2784,1598474792.0
2785,1598475541.0
2792,1598547812.0
2800,1598642978.0
2801,1598644429.0
2802,1598646843.0
2820,1599154229.0
2832,1599686303.0
2838,1599827986.0
2848,1600119210.0
2863,1600448061.0
2880,1600726382.0
2890,1600801295.0
2894,1600871494.0
2895,1600872332.0
2896,1600874001.0
2897,1600874629.0
2900,1600876250.0
2901,1600876606.0
2902,1600877518.0
2911,1600972183.0
2912,1600972319.0
2913,1600976175.0
2921,1601054834.0
2922,1601058237.0
2923,1601058739.0
