358,1231356777
359,1231619102
361,1232953052
362,1233617152
368,1236415326
369,1236628243
385,1244057710
388,1245632189
392,1250164938
393,1250952441
396,1252923731
399,1254805154
403,1263472559
405,1263599312
407,1265475872
408,1265850065
409,1267466738
413,1269993517
415,1274309724
418,1275317358
423,1282948001
427,1288824798
428,1289371426
432,1296606249
433,1297013336
434,1297159338
437,1298996893
438,1298997293
440,1299145292
446,1302857198
448,1304032368
451,1307706670
452,1307729562
455,1311177207
456,1311924734
458,1312228964
460,1313085590
463,1317152872
483,1330571054
496,1336506673
511,1350640186
570,1394141660
604,1435949220
